territory,dateStr,cases,deaths,weekPositives,weekTests
East EU,2020-07-06,103451,5085,8766,395626
Europe,2020-07-06,1610530,176842,31388,3248385
Balkans,2020-07-06,66581,2895,5834,176782
Mediterranean EU,2020-07-06,713630,95191,12214,1063594
Non-Med EU,2020-07-06,544505,38508,14886,1349620
Ireland,2020-07-07,25531,1741,102,49107
United Kingdom,2020-07-07,287676,40643,4230,819840
France,2020-07-07,168335,29920,3792,349576
Spain,2020-07-07,252130,28392,3363,227503
Portugal,2020-07-07,44129,1620,2652,95187
Germany,2020-07-07,196944,9024,2469,510551
Denmark,2020-07-07,12878,607,114,97529
Netherlands,2020-07-07,50657,6128,373,79309
Belgium,2020-07-07,62506,9650,685,77973
Italy,2020-07-07,241819,34869,1408,300523
Austria,2020-07-07,18326,706,599,48936
Switzerland,2020-07-07,32230,1685,0,0
Sweden,2020-07-07,70857,5580,2388,83084
Norway,2020-07-07,8930,251,70,24802
Finland,2020-07-07,7275,328,20,26036
Iceland,2020-07-07,1832,10,3,12904
Luxembourg,2020-07-07,4542,110,366,59370
Poland,2020-07-07,36155,1521,1802,124140
Ukraine,2020-07-07,49043,1262,0,0
Belarus,2020-07-07,63804,429,0,0
Slovenia,2020-07-07,1716,111,148,7752
Bosnia and Herzegovina,2020-07-07,5457,196,0,0
Serbia,2020-07-07,16420,317,0,0
Hungary,2020-07-07,4189,589,46,10319
Albania,2020-07-07,2964,79,0,0
Romania,2020-07-07,29223,1768,3497,80717
Bulgaria,2020-07-07,5914,250,1498,22483
Greece,2020-07-07,3562,192,261,62993
Slovakia,2020-07-07,1765,28,144,11672
Czech Republic,2020-07-07,12566,350,675,25402
Macedonia,2020-07-07,7122,346,0,0
Montenegro,2020-07-07,841,14,0,0
Latvia,2020-07-07,1127,30,50,11121
Lithuania,2020-07-07,1841,79,34,16169
Estonia,2020-07-07,1994,63,21,2798
Cyprus,2020-07-07,1004,19,12,9471
Moldova,2020-07-07,17906,595,0,0
Croatia,2020-07-07,3220,113,578,10589
West Europe,2020-07-07,1486597,171264,22634,2862230
East Europe,2020-07-07,128954,5700,8754,386155
Baltic states,2020-07-07,4962,172,105,30088
Scandinavia,2020-07-07,101772,6776,2595,244355
EU,2020-07-07,1260205,133788,27097,2400310
West EU,2020-07-07,1155929,128675,18331,2004684
East EU,2020-07-07,104276,5113,8766,395626
Europe,2020-07-07,1615551,176964,31388,3248385
Balkans,2020-07-07,67601,2929,5834,176782
Mediterranean EU,2020-07-07,715915,95236,12214,1063594
Non-Med EU,2020-07-07,546122,38562,14886,1349620
Ireland,2020-07-08,25538,1743,102,49107
United Kingdom,2020-07-08,288380,40697,4230,819840
France,2020-07-08,168810,29933,3792,349576
Spain,2020-07-08,252513,28396,3363,227503
Portugal,2020-07-08,44416,1629,2652,95187
Germany,2020-07-08,197341,9036,2469,510551
Denmark,2020-07-08,12888,609,114,97529
Netherlands,2020-07-08,50694,6132,373,79309
Belgium,2020-07-08,62605,9653,685,77973
Italy,2020-07-08,241956,34899,1408,300523
Austria,2020-07-08,18415,706,599,48936
Switzerland,2020-07-08,32284,1685,0,0
Sweden,2020-07-08,71135,5592,2388,83084
Norway,2020-07-08,8936,251,70,24802
Finland,2020-07-08,7276,328,20,26036
Iceland,2020-07-08,1833,10,3,12904
Luxembourg,2020-07-08,4603,110,366,59370
Poland,2020-07-08,36412,1528,1802,124140
Ukraine,2020-07-08,49607,1283,0,0
Belarus,2020-07-08,64003,436,0,0
Slovenia,2020-07-08,1739,111,148,7752
Bosnia and Herzegovina,2020-07-08,5618,206,0,0
Serbia,2020-07-08,16719,330,0,0
Hungary,2020-07-08,4205,589,46,10319
Albania,2020-07-08,3038,81,0,0
Romania,2020-07-08,29620,1799,3497,80717
Bulgaria,2020-07-08,6102,254,1498,22483
Greece,2020-07-08,3589,193,261,62993
Slovakia,2020-07-08,1767,28,144,11672
Czech Republic,2020-07-08,12685,351,675,25402
Macedonia,2020-07-08,7240,351,0,0
Montenegro,2020-07-08,907,17,0,0
Latvia,2020-07-08,1134,30,50,11121
Lithuania,2020-07-08,1844,79,34,16169
Estonia,2020-07-08,1995,63,21,2798
Cyprus,2020-07-08,1005,19,12,9471
Moldova,2020-07-08,18141,603,0,0
Croatia,2020-07-08,3272,113,578,10589
West Europe,2020-07-08,1489623,171409,22634,2862230
East Europe,2020-07-08,130646,5772,8754,386155
Baltic states,2020-07-08,4973,172,105,30088
Scandinavia,2020-07-08,102068,6790,2595,244355
EU,2020-07-08,1263559,133923,27097,2400310
West EU,2020-07-08,1158190,128766,18331,2004684
East EU,2020-07-08,105369,5157,8766,395626
Europe,2020-07-08,1620269,177181,31388,3248385
Balkans,2020-07-08,68865,2993,5834,176782
Mediterranean EU,2020-07-08,717300,95293,12214,1063594
Non-Med EU,2020-07-08,548092,38640,14886,1349620
Ireland,2020-07-09,25542,1743,102,49107
United Kingdom,2020-07-09,288977,40754,4230,819840
France,2020-07-09,169473,29965,3792,349576
Spain,2020-07-09,253056,28401,3363,227503
Portugal,2020-07-09,44859,1631,2652,95187
Germany,2020-07-09,197783,9048,2469,510551
Denmark,2020-07-09,12900,609,114,97529
Netherlands,2020-07-09,50746,6135,373,79309
Belgium,2020-07-09,62742,9654,685,77973
Italy,2020-07-09,242149,34914,1408,300523
Austria,2020-07-09,18516,706,599,48936
Switzerland,2020-07-09,32413,1685,0,0
Sweden,2020-07-09,71668,5603,2388,83084
Norway,2020-07-09,8947,251,70,24802
Finland,2020-07-09,7283,328,20,26036
Iceland,2020-07-09,1833,10,3,12904
Luxembourg,2020-07-09,4650,110,366,59370
Poland,2020-07-09,36689,1542,1802,124140
Ukraine,2020-07-09,50414,1306,0,0
Belarus,2020-07-09,64224,443,0,0
Slovenia,2020-07-09,1763,111,148,7752
Bosnia and Herzegovina,2020-07-09,5868,207,0,0
Serbia,2020-07-09,17076,341,0,0
Hungary,2020-07-09,4210,589,46,10319
Albania,2020-07-09,3106,83,0,0
Romania,2020-07-09,30175,1817,3497,80717
Bulgaria,2020-07-09,6342,259,1498,22483
Greece,2020-07-09,3622,193,261,62993
Slovakia,2020-07-09,1798,28,144,11672
Czech Republic,2020-07-09,12814,351,675,25402
Macedonia,2020-07-09,7401,359,0,0
Montenegro,2020-07-09,960,17,0,0
Latvia,2020-07-09,1141,30,50,11121
Lithuania,2020-07-09,1854,79,34,16169
Estonia,2020-07-09,2003,63,21,2798
Cyprus,2020-07-09,1008,19,12,9471
Moldova,2020-07-09,18471,614,0,0
Croatia,2020-07-09,3325,114,578,10589
West Europe,2020-07-09,1493537,171547,22634,2862230
East Europe,2020-07-09,132746,5824,8754,386155
Baltic states,2020-07-09,4998,172,105,30088
Scandinavia,2020-07-09,102631,6801,2595,244355
EU,2020-07-09,1268111,134042,27097,2400310
West EU,2020-07-09,1161367,128847,18331,2004684
East EU,2020-07-09,106744,5195,8766,395626
Europe,2020-07-09,1626283,177371,31388,3248385
Balkans,2020-07-09,70474,3031,5834,176782
Mediterranean EU,2020-07-09,719255,95348,12214,1063594
Non-Med EU,2020-07-09,550689,38704,14886,1349620
Ireland,2020-07-10,25565,1743,102,49107
United Kingdom,2020-07-10,289670,40785,4230,819840
France,2020-07-10,170094,29979,3792,349576
Spain,2020-07-10,253908,28403,3363,227503
Portugal,2020-07-10,45277,1644,2652,95187
Germany,2020-07-10,198178,9054,2469,510551
Denmark,2020-07-10,12916,609,114,97529
Netherlands,2020-07-10,50798,6135,373,79309
Belgium,2020-07-10,62866,9656,685,77973
Italy,2020-07-10,242363,34926,1408,300523
Austria,2020-07-10,18613,706,599,48936
Switzerland,2020-07-10,32501,1685,0,0
Sweden,2020-07-10,72002,5618,2388,83084
Norway,2020-07-10,8954,252,70,24802
Finland,2020-07-10,7287,328,20,26036
Iceland,2020-07-10,1833,10,3,12904
Luxembourg,2020-07-10,4719,110,366,59370
Poland,2020-07-10,36951,1551,1802,124140
Ukraine,2020-07-10,51224,1327,0,0
Belarus,2020-07-10,64411,449,0,0
Slovenia,2020-07-10,1776,111,148,7752
Bosnia and Herzegovina,2020-07-10,6087,213,0,0
Serbia,2020-07-10,17342,352,0,0
Hungary,2020-07-10,4220,591,46,10319
Albania,2020-07-10,3188,83,0,0
Romania,2020-07-10,30789,1834,3497,80717
Bulgaria,2020-07-10,6672,262,1498,22483
Greece,2020-07-10,3672,193,261,62993
Slovakia,2020-07-10,1851,28,144,11672
Czech Republic,2020-07-10,12919,352,675,25402
Macedonia,2020-07-10,7567,361,0,0
Montenegro,2020-07-10,1019,19,0,0
Latvia,2020-07-10,1154,30,50,11121
Lithuania,2020-07-10,1857,79,34,16169
Estonia,2020-07-10,2011,63,21,2798
Cyprus,2020-07-10,1010,19,12,9471
Moldova,2020-07-10,18666,624,0,0
Croatia,2020-07-10,3416,115,578,10589
West Europe,2020-07-10,1497544,171643,22634,2862230
East Europe,2020-07-10,134924,5876,8754,386155
Baltic states,2020-07-10,5022,172,105,30088
Scandinavia,2020-07-10,102992,6817,2595,244355
EU,2020-07-10,1272884,134139,27097,2400310
West EU,2020-07-10,1164586,128911,18331,2004684
East EU,2020-07-10,108298,5228,8766,395626
Europe,2020-07-10,1632468,177519,31388,3248385
Balkans,2020-07-10,72185,3071,5834,176782
Mediterranean EU,2020-07-10,721516,95390,12214,1063594
Non-Med EU,2020-07-10,553201,38759,14886,1349620
Ireland,2020-07-11,25589,1744,139,50903
United Kingdom,2020-07-11,290385,40819,4259,916333
France,2020-07-11,170752,30004,3922,362059
Spain,2020-07-11,253908,28403,6347,262082
Portugal,2020-07-11,45679,1646,2169,98530
Germany,2020-07-11,198556,9060,2770,538701
Denmark,2020-07-11,12946,609,227,102400
Netherlands,2020-07-11,50840,6135,660,89783
Belgium,2020-07-11,62993,9656,1364,86865
Italy,2020-07-11,242639,34938,1389,299238
Austria,2020-07-11,18687,706,713,51929
Switzerland,2020-07-11,32605,1685,0,0
Sweden,2020-07-11,72371,5632,1618,69529
Norway,2020-07-11,8965,252,50,24339
Finland,2020-07-11,7290,328,28,30176
Iceland,2020-07-11,1833,10,5,11684
Luxembourg,2020-07-11,4777,110,567,79481
Poland,2020-07-11,37216,1562,2225,124200
Ukraine,2020-07-11,52043,1345,0,0
Belarus,2020-07-11,64604,454,0,0
Slovenia,2020-07-11,1793,111,113,6252
Bosnia and Herzegovina,2020-07-11,6402,215,0,0
Serbia,2020-07-11,17728,370,0,0
Hungary,2020-07-11,4223,593,86,14216
Albania,2020-07-11,3278,85,0,0
Romania,2020-07-11,31381,1847,4612,101032
Bulgaria,2020-07-11,6964,262,1463,28230
Greece,2020-07-11,3732,193,211,64682
Slovakia,2020-07-11,1870,28,83,10161
Czech Republic,2020-07-11,13062,352,740,27541
Macedonia,2020-07-11,7770,367,0,0
Montenegro,2020-07-11,1077,19,0,0
Latvia,2020-07-11,1154,30,16,11981
Lithuania,2020-07-11,1861,79,50,17259
Estonia,2020-07-11,2013,63,7,2376
Cyprus,2020-07-11,1013,19,23,10103
Moldova,2020-07-11,18924,635,0,0
Croatia,2020-07-11,3532,117,563,11988
West Europe,2020-07-11,1500815,171737,26227,3074032
East Europe,2020-07-11,137286,5926,10169,419918
Baltic states,2020-07-11,5028,172,73,31616
Scandinavia,2020-07-11,103405,6831,1928,238128
EU,2020-07-11,1276841,134227,32105,2551697
West EU,2020-07-11,1167027,128971,21913,2121676
East EU,2020-07-11,109814,5256,10192,430021
Europe,2020-07-11,1638101,177663,36396,3493950
Balkans,2020-07-11,74094,3108,6849,205932
Mediterranean EU,2020-07-11,723048,95431,14737,1114934
Non-Med EU,2020-07-11,555626,38806,17373,1448447
Ireland,2020-07-12,25611,1746,139,50903
United Kingdom,2020-07-12,290950,40836,4259,916333
France,2020-07-12,170752,30004,3922,362059
Spain,2020-07-12,253908,28403,6347,262082
Portugal,2020-07-12,46221,1654,2169,98530
Germany,2020-07-12,198804,9063,2770,538701
Denmark,2020-07-12,12946,609,227,102400
Netherlands,2020-07-12,50921,6135,660,89783
Belgium,2020-07-12,63055,9658,1364,86865
Italy,2020-07-12,242827,34945,1389,299238
Austria,2020-07-12,18795,706,713,51929
Switzerland,2020-07-12,32713,1685,0,0
Sweden,2020-07-12,72679,5642,1618,69529
Norway,2020-07-12,8965,252,50,24339
Finland,2020-07-12,7290,328,28,30176
Iceland,2020-07-12,1833,10,5,11684
Luxembourg,2020-07-12,4842,110,567,79481
Poland,2020-07-12,37521,1568,2225,124200
Ukraine,2020-07-12,52843,1372,0,0
Belarus,2020-07-12,64767,459,0,0
Slovenia,2020-07-12,1827,111,113,6252
Bosnia and Herzegovina,2020-07-12,6720,218,0,0
Serbia,2020-07-12,18073,382,0,0
Hungary,2020-07-12,4229,595,86,14216
Albania,2020-07-12,3371,89,0,0
Romania,2020-07-12,32079,1871,4612,101032
Bulgaria,2020-07-12,7175,262,1463,28230
Greece,2020-07-12,3772,193,211,64682
Slovakia,2020-07-12,1893,28,83,10161
Czech Republic,2020-07-12,13115,352,740,27541
Macedonia,2020-07-12,7967,375,0,0
Montenegro,2020-07-12,1164,23,0,0
Latvia,2020-07-12,1173,30,16,11981
Lithuania,2020-07-12,1865,79,50,17259
Estonia,2020-07-12,2014,63,7,2376
Cyprus,2020-07-12,1014,19,23,10103
Moldova,2020-07-12,19208,640,0,0
Croatia,2020-07-12,3672,118,563,11988
West Europe,2020-07-12,1503112,171786,26227,3074032
East Europe,2020-07-12,139663,5982,10169,419918
Baltic states,2020-07-12,5052,172,73,31616
Scandinavia,2020-07-12,103713,6841,1928,238128
EU,2020-07-12,1280000,134292,32105,2551697
West EU,2020-07-12,1168651,129003,21913,2121676
East EU,2020-07-12,111349,5289,10192,430021
Europe,2020-07-12,1642775,177768,36396,3493950
Balkans,2020-07-12,76026,3156,6849,205932
Mediterranean EU,2020-07-12,723993,95447,14737,1114934
Non-Med EU,2020-07-12,557840,38855,17373,1448447
Ireland,2020-07-13,25628,1746,139,50903
United Kingdom,2020-07-13,291392,40845,4259,916333
France,2020-07-13,170752,30004,3922,362059
Spain,2020-07-13,255953,28406,6347,262082
Portugal,2020-07-13,46512,1660,2169,98530
Germany,2020-07-13,198963,9064,2770,538701
Denmark,2020-07-13,12946,609,227,102400
Netherlands,2020-07-13,51022,6135,660,89783
Belgium,2020-07-13,63098,9662,1364,86865
Italy,2020-07-13,243061,34954,1389,299238
Austria,2020-07-13,18847,708,713,51929
Switzerland,2020-07-13,32798,1685,0,0
Sweden,2020-07-13,72785,5651,1618,69529
Norway,2020-07-13,8965,252,50,24339
Finland,2020-07-13,7292,328,28,30176
Iceland,2020-07-13,1833,10,5,11684
Luxembourg,2020-07-13,4925,111,567,79481
Poland,2020-07-13,37891,1571,2225,124200
Ukraine,2020-07-13,53521,1383,0,0
Belarus,2020-07-13,64932,464,0,0
Slovenia,2020-07-13,1841,111,113,6252
Bosnia and Herzegovina,2020-07-13,6884,220,0,0
Serbia,2020-07-13,18360,393,0,0
Hungary,2020-07-13,4234,595,86,14216
Albania,2020-07-13,3454,93,0,0
Romania,2020-07-13,32535,1884,4612,101032
Bulgaria,2020-07-13,7252,268,1463,28230
Greece,2020-07-13,3803,193,211,64682
Slovakia,2020-07-13,1901,28,83,10161
Czech Republic,2020-07-13,13174,352,740,27541
Macedonia,2020-07-13,8111,382,0,0
Montenegro,2020-07-13,1221,23,0,0
Latvia,2020-07-13,1173,30,16,11981
Lithuania,2020-07-13,1869,79,50,17259
Estonia,2020-07-13,2014,63,7,2376
Cyprus,2020-07-13,1021,19,23,10103
Moldova,2020-07-13,19382,642,0,0
Croatia,2020-07-13,3722,119,563,11988
West Europe,2020-07-13,1506772,171830,26227,3074032
East Europe,2020-07-13,141328,6022,10169,419918
Baltic states,2020-07-13,5056,172,73,31616
Scandinavia,2020-07-13,103821,6850,1928,238128
EU,2020-07-13,1284214,134350,32105,2551697
West EU,2020-07-13,1171784,129038,21913,2121676
East EU,2020-07-13,112430,5312,10192,430021
Europe,2020-07-13,1648100,177852,36396,3493950
Balkans,2020-07-13,77231,3193,6849,205932
Mediterranean EU,2020-07-13,726665,95466,14737,1114934
Non-Med EU,2020-07-13,559382,38894,17373,1448447
Ireland,2020-07-14,25638,1746,139,50903
United Kingdom,2020-07-14,291753,40855,4259,916333
France,2020-07-14,172377,30029,3922,362059
Spain,2020-07-14,256619,28409,6347,262082
Portugal,2020-07-14,46818,1662,2169,98530
Germany,2020-07-14,199375,9068,2770,538701
Denmark,2020-07-14,13037,610,227,102400
Netherlands,2020-07-14,51093,6135,660,89783
Belgium,2020-07-14,63322,9662,1364,86865
Italy,2020-07-14,243230,34967,1389,299238
Austria,2020-07-14,18859,708,713,51929
Switzerland,2020-07-14,32861,1685,0,0
Sweden,2020-07-14,72955,5665,1618,69529
Norway,2020-07-14,8981,253,50,24339
Finland,2020-07-14,7293,328,28,30176
Iceland,2020-07-14,1833,10,5,11684
Luxembourg,2020-07-14,4956,111,567,79481
Poland,2020-07-14,38190,1576,2225,124200
Ukraine,2020-07-14,54133,1398,0,0
Belarus,2020-07-14,65114,468,0,0
Slovenia,2020-07-14,1849,111,113,6252
Bosnia and Herzegovina,2020-07-14,6979,224,0,0
Serbia,2020-07-14,18639,405,0,0
Hungary,2020-07-14,4247,595,86,14216
Albania,2020-07-14,3571,95,0,0
Romania,2020-07-14,32948,1901,4612,101032
Bulgaria,2020-07-14,7411,276,1463,28230
Greece,2020-07-14,3826,193,211,64682
Slovakia,2020-07-14,1902,28,83,10161
Czech Republic,2020-07-14,13238,353,740,27541
Macedonia,2020-07-14,8197,385,0,0
Montenegro,2020-07-14,1453,24,0,0
Latvia,2020-07-14,1174,31,16,11981
Lithuania,2020-07-14,1874,79,50,17259
Estonia,2020-07-14,2014,63,7,2376
Cyprus,2020-07-14,1022,19,23,10103
Moldova,2020-07-14,19439,649,0,0
Croatia,2020-07-14,3775,119,563,11988
West Europe,2020-07-14,1511000,171903,26227,3074032
East Europe,2020-07-14,143090,6073,10169,419918
Baltic states,2020-07-14,5062,173,73,31616
Scandinavia,2020-07-14,104099,6866,1928,238128
EU,2020-07-14,1289042,134444,32105,2551697
West EU,2020-07-14,1175572,129100,21913,2121676
East EU,2020-07-14,113470,5344,10192,430021
Europe,2020-07-14,1654090,177976,36396,3493950
Balkans,2020-07-14,78602,3237,6849,205932
Mediterranean EU,2020-07-14,729516,95509,14737,1114934
Non-Med EU,2020-07-14,561359,38945,17373,1448447
Ireland,2020-07-15,25670,1746,139,50903
United Kingdom,2020-07-15,292479,40899,4259,916333
France,2020-07-15,172377,30029,3922,362059
Spain,2020-07-15,257494,28413,6347,262082
Portugal,2020-07-15,47051,1668,2169,98530
Germany,2020-07-15,199726,9071,2770,538701
Denmark,2020-07-15,13061,610,227,102400
Netherlands,2020-07-15,51146,6135,660,89783
Belgium,2020-07-15,63529,9665,1364,86865
Italy,2020-07-15,243344,34984,1389,299238
Austria,2020-07-15,19060,709,713,51929
Switzerland,2020-07-15,32931,1687,0,0
Sweden,2020-07-15,73267,5673,1618,69529
Norway,2020-07-15,8984,253,50,24339
Finland,2020-07-15,7293,328,28,30176
Iceland,2020-07-15,1835,10,5,11684
Luxembourg,2020-07-15,5056,111,567,79481
Poland,2020-07-15,38457,1588,2225,124200
Ukraine,2020-07-15,54771,1412,0,0
Belarus,2020-07-15,65269,474,0,0
Slovenia,2020-07-15,1859,111,113,6252
Bosnia and Herzegovina,2020-07-15,7176,225,0,0
Serbia,2020-07-15,18983,418,0,0
Hungary,2020-07-15,4263,595,86,14216
Albania,2020-07-15,3667,97,0,0
Romania,2020-07-15,33585,1931,4612,101032
Bulgaria,2020-07-15,7645,283,1463,28230
Greece,2020-07-15,3883,193,211,64682
Slovakia,2020-07-15,1908,28,83,10161
Czech Republic,2020-07-15,13341,355,740,27541
Macedonia,2020-07-15,8328,389,0,0
Montenegro,2020-07-15,1522,25,0,0
Latvia,2020-07-15,1178,31,16,11981
Lithuania,2020-07-15,1875,79,50,17259
Estonia,2020-07-15,2015,63,7,2376
Cyprus,2020-07-15,1022,19,23,10103
Moldova,2020-07-15,19708,658,0,0
Croatia,2020-07-15,3827,119,563,11988
West Europe,2020-07-15,1514303,171991,26227,3074032
East Europe,2020-07-15,145184,6141,10169,419918
Baltic states,2020-07-15,5068,173,73,31616
Scandinavia,2020-07-15,104440,6874,1928,238128
EU,2020-07-15,1292932,134537,32105,2551697
West EU,2020-07-15,1178074,129142,21913,2121676
East EU,2020-07-15,114858,5395,10192,430021
Europe,2020-07-15,1659487,178132,36396,3493950
Balkans,2020-07-15,80288,3291,6849,205932
Mediterranean EU,2020-07-15,730857,95536,14737,1114934
Non-Med EU,2020-07-15,563910,39011,17373,1448447
Ireland,2020-07-16,25683,1748,139,50903
United Kingdom,2020-07-16,293164,40925,4259,916333
France,2020-07-16,173304,30120,3922,362059
Spain,2020-07-16,258855,28416,6347,262082
Portugal,2020-07-16,47426,1676,2169,98530
Germany,2020-07-16,200260,9078,2770,538701
Denmark,2020-07-16,13092,610,227,102400
Netherlands,2020-07-16,51252,6136,660,89783
Belgium,2020-07-16,63789,9670,1364,86865
Italy,2020-07-16,243506,34997,1389,299238
Austria,2020-07-16,19115,710,713,51929
Switzerland,2020-07-16,33063,1687,0,0
Sweden,2020-07-16,73554,5679,1618,69529
Norway,2020-07-16,9001,253,50,24339
Finland,2020-07-16,7293,328,28,30176
Iceland,2020-07-16,1835,10,5,11684
Luxembourg,2020-07-16,5056,111,567,79481
Poland,2020-07-16,38780,1594,2225,124200
Ukraine,2020-07-16,55607,1427,0,0
Belarus,2020-07-16,65443,480,0,0
Slovenia,2020-07-16,1878,111,113,6252
Bosnia and Herzegovina,2020-07-16,7407,233,0,0
Serbia,2020-07-16,19334,429,0,0
Hungary,2020-07-16,4263,595,86,14216
Albania,2020-07-16,3752,101,0,0
Romania,2020-07-16,34226,1952,4612,101032
Bulgaria,2020-07-16,7877,289,1463,28230
Greece,2020-07-16,3910,193,211,64682
Slovakia,2020-07-16,1927,28,83,10161
Czech Republic,2020-07-16,13475,355,740,27541
Macedonia,2020-07-16,8522,393,0,0
Montenegro,2020-07-16,1582,25,0,0
Latvia,2020-07-16,1178,31,16,11981
Lithuania,2020-07-16,1882,79,50,17259
Estonia,2020-07-16,2016,63,7,2376
Cyprus,2020-07-16,1023,19,23,10103
Moldova,2020-07-16,20040,659,0,0
Croatia,2020-07-16,3953,119,563,11988
West Europe,2020-07-16,1519248,172154,26227,3074032
East Europe,2020-07-16,147440,6197,10169,419918
Baltic states,2020-07-16,5076,173,73,31616
Scandinavia,2020-07-16,104775,6880,1928,238128
EU,2020-07-16,1298573,134707,32105,2551697
West EU,2020-07-16,1182185,129279,21913,2121676
East EU,2020-07-16,116388,5428,10192,430021
Europe,2020-07-16,1666688,178351,36396,3493950
Balkans,2020-07-16,82041,3341,6849,205932
Mediterranean EU,2020-07-16,733855,95651,14737,1114934
Non-Med EU,2020-07-16,566553,39066,17373,1448447
Ireland,2020-07-17,25698,1749,139,50903
United Kingdom,2020-07-17,293936,40949,4259,916333
France,2020-07-17,173838,30138,3922,362059
Spain,2020-07-17,260255,28420,6347,262082
Portugal,2020-07-17,47765,1679,2169,98530
Germany,2020-07-17,200843,9082,2770,538701
Denmark,2020-07-17,13124,610,227,102400
Netherlands,2020-07-17,51351,6136,660,89783
Belgium,2020-07-17,64015,9675,1364,86865
Italy,2020-07-17,243736,35017,1389,299238
Austria,2020-07-17,19268,710,713,51929
Switzerland,2020-07-17,33205,1687,0,0
Sweden,2020-07-17,73822,5685,1618,69529
Norway,2020-07-17,9011,254,50,24339
Finland,2020-07-17,7293,328,28,30176
Iceland,2020-07-17,1836,10,5,11684
Luxembourg,2020-07-17,5122,111,567,79481
Poland,2020-07-17,39054,1605,2225,124200
Ukraine,2020-07-17,56455,1445,0,0
Belarus,2020-07-17,65623,485,0,0
Slovenia,2020-07-17,1897,111,113,6252
Bosnia and Herzegovina,2020-07-17,7681,239,0,0
Serbia,2020-07-17,19717,442,0,0
Hungary,2020-07-17,4279,595,86,14216
Albania,2020-07-17,3851,104,0,0
Romania,2020-07-17,35003,1971,4612,101032
Bulgaria,2020-07-17,8144,293,1463,28230
Greece,2020-07-17,3939,193,211,64682
Slovakia,2020-07-17,1951,28,83,10161
Czech Republic,2020-07-17,13612,355,740,27541
Macedonia,2020-07-17,8612,401,0,0
Montenegro,2020-07-17,1618,26,0,0
Latvia,2020-07-17,1179,31,16,11981
Lithuania,2020-07-17,1902,79,50,17259
Estonia,2020-07-17,2016,63,7,2376
Cyprus,2020-07-17,1031,19,23,10103
Moldova,2020-07-17,20264,666,0,0
Croatia,2020-07-17,4039,119,563,11988
West Europe,2020-07-17,1524118,172240,26227,3074032
East Europe,2020-07-17,149882,6254,10169,419918
Baltic states,2020-07-17,5097,173,73,31616
Scandinavia,2020-07-17,105086,6887,1928,238128
EU,2020-07-17,1304176,134802,32105,2551697
West EU,2020-07-17,1186130,129340,21913,2121676
East EU,2020-07-17,118046,5462,10192,430021
Europe,2020-07-17,1674000,178494,36396,3493950
Balkans,2020-07-17,83992,3387,6849,205932
Mediterranean EU,2020-07-17,736500,95696,14737,1114934
Non-Med EU,2020-07-17,569512,39116,17373,1448447
Ireland,2020-07-18,25730,1752,119,47048
United Kingdom,2020-07-18,294640,40975,4621,906982
France,2020-07-18,174674,30152,5854,459896
Spain,2020-07-18,260255,28420,12166,305376
Portugal,2020-07-18,48077,1682,1565,94892
Germany,2020-07-18,201372,9083,3695,574883
Denmark,2020-07-18,13173,611,265,107986
Netherlands,2020-07-18,51454,6136,1151,113744
Belgium,2020-07-18,64289,9677,2369,99622
Italy,2020-07-18,243967,35028,1648,322523
Austria,2020-07-18,19406,710,841,99229
Switzerland,2020-07-18,33296,1687,0,0
Sweden,2020-07-18,74106,5692,1384,59205
Norway,2020-07-18,9015,255,70,23495
Finland,2020-07-18,7301,328,70,30027
Iceland,2020-07-18,1836,10,5,10790
Luxembourg,2020-07-18,5285,111,780,65595
Poland,2020-07-18,39407,1612,2876,124664
Ukraine,2020-07-18,57264,1456,0,0
Belarus,2020-07-18,65782,491,0,0
Slovenia,2020-07-18,1916,111,126,5665
Bosnia and Herzegovina,2020-07-18,7908,243,0,0
Serbia,2020-07-18,20109,452,0,0
Hungary,2020-07-18,4293,595,120,18032
Albania,2020-07-18,3906,107,0,0
Romania,2020-07-18,35802,1988,6987,112641
Bulgaria,2020-07-18,8442,297,1674,32426
Greece,2020-07-18,3964,194,183,53361
Slovakia,2020-07-18,1965,28,165,13462
Czech Republic,2020-07-18,13742,358,1357,35396
Macedonia,2020-07-18,8772,406,0,0
Montenegro,2020-07-18,1618,26,0,0
Latvia,2020-07-18,1185,31,17,10142
Lithuania,2020-07-18,1908,79,86,20941
Estonia,2020-07-18,2020,63,12,2517
Cyprus,2020-07-18,1031,19,16,10703
Moldova,2020-07-18,20494,675,0,0
Croatia,2020-07-18,4137,120,557,10974
West Europe,2020-07-18,1527876,172309,36603,3321293
East Europe,2020-07-18,152322,6304,14160,440221
Baltic states,2020-07-18,5113,173,115,33600
Scandinavia,2020-07-18,105431,6896,1794,231503
EU,2020-07-18,1308901,134877,46083,2830950
West EU,2020-07-18,1189089,129382,31907,2380026
East EU,2020-07-18,119812,5495,14176,450924
Europe,2020-07-18,1680198,178613,50763,3761514
Balkans,2020-07-18,85886,3427,9401,209402
Mediterranean EU,2020-07-18,738021,95726,22115,1263390
Non-Med EU,2020-07-18,572716,39161,23973,1578350
Ireland,2020-07-19,25750,1753,119,47048
United Kingdom,2020-07-19,295209,40984,4621,906982
France,2020-07-19,174674,30152,5854,459896
Spain,2020-07-19,260255,28420,12166,305376
Portugal,2020-07-19,48390,1684,1565,94892
Germany,2020-07-19,201574,9084,3695,574883
